index,User,Tweet,Retweet count,Likes count,Tweet value
934,0,"BREAKING: Philippines reports 11 new cases of the coronavirus, bringing total to 35 https://t.co/sDo55hwVGt https://t.co/AGOy2z2SQM",1224,1640,1909.12
935,0,"Full-front disinfection work has started in #Wuhan, an effort to contain the spread of #coronavirus https://t.co/E3Vg8XcHTP",4498,8651,14265.4
936,0,Todos los recursos de la sanidad privada deberían estar al servicio de la pública para hacer frente al coronavirus. Es una de las medidas que debería decretar el Gobierno de inmediato.,5299,15214,500.3
937,0,Meios de comunicação em Portugal a reagir ao #COVID19 https://t.co/NiVQ7quBoO,1810,2963,0.62
938,1,LIVE daily media briefing on #COVID19 with @DrTedros #coronavirus https://t.co/bFQNRfyRfx,1027,1197,13421.4
942,1, is convening a global research and innovation forum to mobilize international action in response to the #2019nCoV 👉 https://t.co/b8PKwexNee https://t.co/aEewpNS9kt,153,299,16105.72
943,1,"Instilling regular #handwashing habits in your children will help protect them against diseases.
 Thank you Mustafi for sharing this lovely video.
 #WorldWaterDay #SafeHands
 https://t.co/cy8FP0A5Gm",121,553,2684.28
945,1,"“We are at an important juncture in this event [new #coronavirus outbreak]. We, as @, believe that these chains of transmission can still be interrupted”-@DrMikeRyan
 
 https://t.co/4nM6cF0YYa https://t.co/FNhqqCiwhe",235,391,2684.28
946,0,El coronavirus paseándose por la Universidad de Málaga mientras siguen sin suspender las clases https://t.co/g8GBTqkq3y,1034,3197,1.46
948,1,"""To date, the #COVID19 fund has raised more than USD 70M from more than 187,000 individuals &amp; organizations, to help #healthworkers on the front lines to do their life-saving work, treat patients &amp; advance research for treatments &amp; vaccines""-@DrTedros https://t.co/xgPkPdvn0r",124,231,2684.28
950,0,"Evangelicals have been saying the coronavirus was a punishment from God on ‘gay culture.’ And then a bunch of republicans were exposed to it at a republican conference, so...what kind of punishment is it now?",2010,11660,881.23
951,0,BREAKING: Coronavirus death toll rises past 2000,1993,4270,2598.05
953,1,"@WPRO @pahowho @_Europe @EMRO @SEARO @AFRO @DrTedros @UN @UN_News_Centre New estimates show that three key interventions - vaccinating against HPV, screening and treatment - could save 62 million lives from #CervicalCancer and prevent 74 million cases within the next 100 years ➡️ https://t.co/1GmlmM6YYG
 #WorldCancerDay https://t.co/6um7bV9rrV",82,122,3221.14
954,0,"""dites bien à vos élèves qu'il n'y aura pas de savon dans les toilettes : l'amiante dans les murs interdit d'y percer des trous pour installer les distributeurs""

point coronavirus enthousiasmant dans mon collège",3150,9732,4.74
955,0,"President @realDonaldTrump and his administration will continue to take aggressive action against the #Coronavirus!

""We've been on this since Day One."" - @SecAzar https://t.co/7q0SPnronW",1291,4423,3537.07
956,0,me when i hear someone coughing in class with this coronavirus spreading around https://t.co/YzcRsaHfIl,9791,33473,432.48
959,0,"No single racial or ethnic group is more susceptible to coronavirus. There is no excuse for discrimination against Asian Americans and Asian immigrants, period. https://t.co/aHJG6JQZ5g",3127,12866,2741.39
960,1,"""People and communities that are already uprooted due to conflict, displacement, the climate crisis or other disease outbreaks are the ones we must urgently prioritize""-@DrTedros #COVID19 #coronavirus",74,226,2440.25
961,1,"@Thailand @SEARO @WPRO Protect yourself &amp; others from getting sick:
 5⃣ Practice #foodsafety 🍽 https://t.co/Dcv7C9iBGy
 
 #coronavirus https://t.co/qaLljVNK5p",46,98,3221.14
962,1,"@DrTedros "" stands ready to support #DRC in implementing the Strategic Universal Health Coverage Plan, and achieving its main objectives:
 
 To improve health service delivery across all levels of the health system; 
 
 To provide financial protection to all people""-@DrTedros https://t.co/h1MI8ROJ1d",11,46,2928.31
964,0,Israel to bring in 14-day quarantine for everyone arriving in the country to combat coronavirus https://t.co/5oGV2fs65d,1292,3081,66489.54
965,1,"@DrTedros The World Health Organization has launched a new easy-to-access, digital version of its Model list of #EssentialMedicines. 
 
 The move will revolutionize the way this core  reference tool is used Right pointing backhand https://t.co/0juKvBp1Pj https://t.co/MYKTRwEC9M",124,256,3221.14
966,0,"No reason to believe the #coronavirus is “contained” in #China. The numbers they are releasing are fake. Their primary goal isn’t addressing the virus,it’s their global image. We have no idea what the true numbers are but they are without a doubt higher than what they admit to.",3322,9658,7308.59
967,0,OMG!  Trump just put DODO Mike Pence in charge of the Coronavirus....read the trending on this....I have to go lie down.,4158,31719,3644.4
969,0,Espero que entre las medidas que anunciará mañana @sanidadgob esté la de obligar a la privada a arrimar el hombro y poner todo al servicio de la pública. #COVID2019 #coronavirus,1404,3602,185.64
971,0,A SARS-like #coronavirus is rapidly spreading in China and potentially abroad because some people in Wuhan were obsessed with eating wild animals. (If you read in Chinese you'll see the menu has a whole ZOO.) Not a teleologist but it does seem nature is taking its revenge. https://t.co/0HSRlITu0U,7890,9726,0.41
972,0,"BREAKING NEWS: Reports have emerged today stating that if the coronavirus gets worse, all English football matches will be played behind closed doors and empty stadiums. A decision that will have no effect on Manchester City. https://t.co/cdctLL8dbU",2040,10998,1967.69
973,1,@DrTedros @AfricaCDC @WPRO @pahowho @SEARO @_Europe @EMRO @AFRO @UN_News_Centre The full briefing on #2019nCoV by @DrTedros 👉https://t.co/Jvfb7LiUFo https://t.co/hLhmLQqIwT,17,52,3221.17
974,0,Last fall the Trump administration shut down the pandemic response team. That's why the CDC isn't ready. #COVIDー19 https://t.co/iRRWstgnbg,2711,3945,500.52
975,1,Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/7c1xCs0SJs,2193,2919,13421.54
976,1,"FACT: The new #coronavirus cannot be transmitted through goods manufactured in China or any countries reporting #COVID19 cases.
 If you think a surface may be contaminated, use a disinfectant to clean it.
 
 👉🏽https://t.co/TdKoGmWrIr 
 
 #KnowtheFacts https://t.co/yiCbtsOM5l",597,815,3221.14
977,1,"@DrTedros ""Today hundreds of passengers are disembarking and are en route to their home countries.
 20 passengers who reported signs of illness have tested negative for the #COVID19 virus.
 I hope that other countries will follow #Cambodia’s lead""-@DrTedros from #DRC 
 https://t.co/Nkvn9vH8ck",29,69,2684.28
979,0,"All enveloped viruses like the coronavirus are extremely susceptible to simple soaps and detergents of any kind. That’s because soap literally explodes the outer membranes of these viruses. Without the envelope, they can’t invade our cells or cause any harm. They just simply die.",3418,8907,162.62
982,1,"@DrTedros The full briefing on #COVID19 by @DrTedros 👇
 https://t.co/YiZqfLB7xY",221,375,2684.28
984,0,Italy suspends mortgage payments amid coronavirus lockdown https://t.co/pxpLRtpRdc,1371,2180,6357.9
986,0,สรุปแอร์สายการบิน KE ติดเชื้อ #COVID19 จากอิสราเอล https://t.co/0WW7uDPAAC,7013,238,17.66
989,0,"Han pasado 39 días desde el primer caso de coronavirus en España, pero las “medidas urgentes” las anuncian 24h después de las manifestaciones del 8M en cada rincón del país. https://t.co/27X9952Wsf",1147,2022,134.38
990,0,"""At a time when Coronavirus was reminding the world of its own mortality, it was Sarr's goals that killed Liverpool's hopes of invincibility."" https://t.co/DaVPinkFXX",2619,13290,5.08
994,0,"Dear @realDonaldTrump: You lie.

Also, when are we going to get the #coronavirus test kits?

#SundayMorning Thoughts https://t.co/dHa54F4i5g",3594,13956,2771.12
995,0,The #Coronavirus Outbreak shows how important it is to bring manufacturing back to America! https://t.co/3BeUxhdenR,5589,19579,3537.08
996,0,Guess gays are just gonna have to sleep with their own husbands until this coronavirus outbreak stops huh,1649,14224,16.0
998,1,"""Countries should work hand-in-hand with communities to build trust and support resilience and #mentalhealth""-@DrTedros #COVID19 #coronavirus",86,194,2440.25
1000,1,"@DrTedros ""But as one epidemic looks like ending, another is becoming increasingly complex.
 
 There is now a total of 90,893 reported cases of #COVID19 globally &amp; 3110 deaths.
 
 In the past 24 hours, #China reported 129 cases, the lowest since the 20th of January""-@DrTedros #coronavirus",646,1512,2440.25
1001,0,"Trump last night: coronavirus is a hoax; and his supporters should dishonestly vote in the Democratic primary for his weakest opponent, Sanders. Trump is dangerous to our public health and our civic health. South Carolinians: Please select a Democratic nominee who can defeat him.",6454,27161,1313.2
1005,1,"If you are pregnant, you can help protect yourself against #COVID19 by:
 
 ✔️ Washing your hands frequently
 ✔️ Keeping space between yourself and others
 ✔️ Avoiding touching your eyes, nose and mouth
 ✔️ Practicing respiratory hygiene
 
 https://t.co/2nFW7S5fIB https://t.co/akQUIP9MaR",2525,4085,16105.68
1006,1,"@DrTedros ""We are still in full response mode. Just yesterday, 5400 alerts were investigated, almost 300 samples were analyzed, more than 700 people were vaccinated almost and 2000 contacts were followed. We are still in full response mode""-@DrTedros #Ebola #DRC",39,100,2440.28
1008,1,"@DrTedros ""We know that this virus can cause severe disease, and that it can kill, although for most people it causes milder symptoms. 
 
 We know that among those infected, one quarter of patients have experienced severe disease""-@DrTedros on new #coronavirus",153,196,2440.26
1009,1,"@DrTedros @MunSecConf “We’re encouraged that outside #China, we have not yet seen widespread #COVID19 community transmission”-@DrTedros at #MSC2020",30,48,2440.26
1010,1,"Take a look at the top check-ups for women and make an appointment to see your health care provider if you have something that has been bothering you. If you have any health concerns, it’s always best to discuss these with your healthcare provider first ➡️ https://t.co/6XCyssr8PG https://t.co/uesR3fQj8q",263,1084,16105.85
1011,0,“Last week Trump told aides he’s afraid journalists will try to purposefully contract #coronavirus to give it to him on Air Force One.” https://t.co/sS1MZR6D7w,1321,2518,351.52
1012,0,"Mick Mulvaney at CPAC: Coronavirus is the Dem’s new favorite hoax. They want to bring down the President. 

- audience cheers

Also Mick Mulvaney at CPAC: you’ll probably see some schools close.

- audience cheers

Not a fucking cult, though.",5631,21117,407.04
1016,1,"Here are just a few of the ways  is responding to #COVID19. 
 
 For our latest updates 👉🏼 https://t.co/JzchoJt5Xv https://t.co/0hBY2FaZcp",341,582,3221.14
1018,0,"ยอมอนาคตใหม่ ทำละเอียดมากสำหรับ คนที่ตามหาเจลล้างมือกับหน้ากาก อนามัย เห้ออทำไมฉันไม่มีรัฐบาลแบบนี้วะ ถ้าให้อีรัฐนี้หรอ แจกเงิน 1000 กับ รับสายโทรศัพท์รับบริจาคมั้ง #โควิค19 #COVIDー19 #COVID19 @FWPthailand  
https://t.co/e8oQGlpgKZ https://t.co/cfgJWSMFDy",17020,3653,4.62
1019,1,"""The history of medicine is strewn with examples of drugs that worked on paper, or in a test tube, but didn't work in humans or were actually harmful""-@DrTedros #COVID19 #coronavirus",294,693,2440.25
1020,0,"Since the MSM was SO honest about Russian collusion, Ukraine phone call, Mueller report, Steele dossier, border wall, Biden corruption in Ukraine, Gov't pay-for-play, Benghazi, Clinton crime syndicate, WWIII with Iran, etc...

Surely all the reports about Coronavirus are legit.👍",2900,5595,227.7
1022,0,The story of how China announced the death of Dr Li Wenliang &amp; then allegedly told doctors to put his body on life support &amp; say he was ‘critical’. A grotesque end to the story of a brave man who tried to warn about the coronavirus &amp; has now died from it. Produced @brysonandy https://t.co/yy4hngupl0,4586,5531,167.89
1023,1,"All members of a household with people with suspected or confirmed #COVID19 should regularly wash🙌with soap &amp; water:
 ✅After coughing/sneezing
 ✅Before, during &amp; after food preparation
 ✅Before eating
 ✅After using 🚽
 ✅Before &amp; after caring for the ill person
 ✅When🙌 are dirty https://t.co/egLOnirIQi",367,596,2928.3
1025,1,"@DrTedros "" stands ready to support every country to develop its national plan.
 
 Once again, this is not a time for fear. This is a time for taking action now to prevent #coronavirus infections and save lives now""-@DrTedros #COVID19",175,368,2440.25
